participant,gender,age,answer,trialIndex,type,difficulty,numOfColour1,numOfColour2,numOfTilesRevealed,finalAns,finalColour,trueAns,trueColour,correct,reward,totalPoints,trialStart,finalAnswerTime,trialEnd,flipNumber,colourRevealed,majorityColour,majorityAmount,majPCorrect,timestamp,timeSinceLastFlip,tileClicked_1,tileClicked_2,Cjsample,CjsampleTime,cjLoc,cjDidRespond,responseMatch,CjMatch,currentGrid_1,currentGrid_2,currentGrid_3,currentGrid_4,currentGrid_5,currentGrid_6,currentGrid_7,currentGrid_8,currentGrid_9,currentGrid_10,currentGrid_11,currentGrid_12,currentGrid_13,currentGrid_14,currentGrid_15,currentGrid_16,currentGrid_17,currentGrid_18,currentGrid_19,currentGrid_20,currentGrid_21,currentGrid_22,currentGrid_23,currentGrid_24,currentGrid_25,noisy,Pz_amplitude,STV_regress_eeg_final,PCorrectChange
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,1,red,red,1,0.580590128898621,752883.8456093,3.78755649994127,2,1,51,752887.9603229,2,1,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.045142,9.032941e-06,
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,2,red,red,2,0.661180257797241,752889.6855521,5.83994279999752,5,1,,,,,,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.260874,-0.001079217,0.0805901288986206
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,3,orange,red,1,0.584094047546387,752891.781599,2.09604690002743,2,4,,,,,,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.85118,0.001298152,-0.0770862102508545
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,4,red,red,2,0.668188095092773,752893.5966741,1.81507510005031,4,4,,,,,,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4.394245,0.00015984,0.0840940475463867
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,5,orange,red,1,0.588098526000977,752895.7967708,2.20009669999126,2,3,,,,,,,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.2509564,0.0006333996,-0.0800895690917969
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,6,orange,neither,0,0.5,752898.0289007,2.23212990001775,4,3,,,,,,,0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,15.97857,0.0001400871,-0.0880985260009766
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,7,red,red,1,0.592735290527344,752900.252775,2.2238742999034,3,2,54,752904.5442603,2,1,,1,0,2,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3.970588,-0.0008976414,0.0927352905273438
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,8,orange,neither,0,0.5,752906.1965678,5.94379280006979,3,4,,,,,,,0,2,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,-3.270177,-0.000245657,-0.0927352905273438
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,9,orange,orange,1,0.598190307617188,752908.5488673,2.35229950002395,5,2,,,,,,,0,2,0,0,2,0,0,2,0,1,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1.690177,-0.0008592587,0.0981903076171875
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,10,red,neither,0,0.5,752910.7647373,2.21586999995634,1,4,,,,,,,0,2,0,0,2,0,0,2,0,1,0,1,0,1,0,2,1,1,2,0,0,0,0,0,0,0,-7.31603,0.001692675,-0.0981903076171875
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,11,orange,orange,1,0.604736328125,752914.1725977,3.40786040003877,5,4,,,,,,,0,2,0,0,2,0,0,2,0,1,0,1,0,1,0,2,1,1,2,1,0,0,0,0,0,0,-1.413406,-0.0001003396,0.104736328125
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,12,red,neither,0,0.5,752916.7967802,2.62418249994516,3,1,51,752923.2963504,1,1,,2,0,2,2,0,2,0,0,2,0,1,0,1,0,1,0,2,1,1,2,1,0,0,0,0,0,0,0.834424,0.0005462297,-0.104736328125
8,f,21,0,1,fixed,11,11,14,20,2,red,2,red,1,100,100,752880.0580528,752946.6785192,752946.682969,13,red,red,1,0.61279296875,752925.2127553,8.41597510001156,4,5,,,,,,,0,2,2,0,2,0,0,2,0,1,0,1,0,1,0,2,1,1,2,1,0,0,0,2,0,0,3.347304,-0.0001472794,0.11279296875
