participant,gender,age,answer,trialIndex,type,difficulty,numOfColour1,numOfColour2,numOfTilesRevealed,finalAns,finalColour,trueAns,trueColour,correct,reward,totalPoints,trialStart,finalAnswerTime,trialEnd,flipNumber,colourRevealed,majorityColour,majorityAmount,majPCorrect,timestamp,timeSinceLastFlip,tileClicked_1,tileClicked_2,Cjsample,CjsampleTime,cjLoc,cjDidRespond,responseMatch,CjMatch,currentGrid_1,currentGrid_2,currentGrid_3,currentGrid_4,currentGrid_5,currentGrid_6,currentGrid_7,currentGrid_8,currentGrid_9,currentGrid_10,currentGrid_11,currentGrid_12,currentGrid_13,currentGrid_14,currentGrid_15,currentGrid_16,currentGrid_17,currentGrid_18,currentGrid_19,currentGrid_20,currentGrid_21,currentGrid_22,currentGrid_23,currentGrid_24,currentGrid_25,noisy,Pz_amplitude,STV_regress_eeg_final,PCorrectChange
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,1,green,green,1,0.580590128898621,1105866.394952,2.27538849995472,3,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-0.4161701,-0.0001261828,
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,2,blue,neither,0,0.5,1105868.7620308,2.36707880022004,5,4,51,1105873.525565,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4.612234,-7.658238e-05,-0.0805901288986206
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,3,green,green,1,0.584094047546387,1105876.3548573,7.59282649983652,3,1,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-1.420128,-0.0006715292,0.0840940475463867
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,4,blue,neither,0,0.5,1105878.4580101,2.10315280011855,2,2,,,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-7.612211,0.0003508394,-0.0840940475463867
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,5,green,green,1,0.588098526000977,1105880.6820987,2.22408859990537,4,2,,,,,,,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6.483343,0.0009660134,0.0880985260009766
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,6,blue,neither,0,0.5,1105882.8020329,2.11993420007639,2,4,,,,,,,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,3.828774,-0.0001656819,-0.0880985260009766
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,7,green,green,1,0.592735290527344,1105885.2900773,2.48804440000094,4,1,60,1105892.7255054,2,1,,1,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,8.164377,0.0004818499,0.0927352905273438
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,8,green,green,2,0.685470581054688,1105895.6259948,10.3359174998477,4,4,,,,,,,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,7.081263,0.001079047,0.0927352905273438
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,9,green,green,3,0.772750854492188,1105898.2261514,2.60015660012141,3,3,,,,,,,0,0,2,2,0,0,1,0,2,0,0,0,2,0,0,0,1,0,2,1,0,0,2,0,0,0,2.37365,-3.019511e-05,0.0872802734375
16,f,48,0,1,fixed,11,14,11,25,1,blue,1,blue,1,100,100,1105864.1195635,1105974.442176,1105974.4433938,10,blue,green,2,0.696380615234375,1105900.6579966,2.43184520001523,3,4,,,,,,,0,0,2,2,0,0,1,0,2,0,0,0,2,0,0,0,1,1,2,1,0,0,2,0,0,1,6.297375,0.0003501914,-0.0763702392578125
