participant,gender,age,answer,trialIndex,type,difficulty,numOfColour1,numOfColour2,numOfTilesRevealed,finalAns,finalColour,trueAns,trueColour,correct,reward,totalPoints,trialStart,finalAnswerTime,trialEnd,flipNumber,colourRevealed,majorityColour,majorityAmount,majPCorrect,timestamp,timeSinceLastFlip,tileClicked_1,tileClicked_2,Cjsample,CjsampleTime,cjLoc,cjDidRespond,responseMatch,CjMatch,currentGrid_1,currentGrid_2,currentGrid_3,currentGrid_4,currentGrid_5,currentGrid_6,currentGrid_7,currentGrid_8,currentGrid_9,currentGrid_10,currentGrid_11,currentGrid_12,currentGrid_13,currentGrid_14,currentGrid_15,currentGrid_16,currentGrid_17,currentGrid_18,currentGrid_19,currentGrid_20,currentGrid_21,currentGrid_22,currentGrid_23,currentGrid_24,currentGrid_25,noisy,Pz_amplitude,STV_regress_eeg_final,PCorrectChange
1,m,34,0,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,1,blue,blue,1,0.580590128898621,71619.2846795,1.48235029999341,5,1,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891335,-0.0002495666,
1,m,34,0,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,2,green,neither,0,0.5,71621.4605407,2.17586120001215,5,2,,,,,,,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.367559,-0.0002973216,-0.0805901288986206
1,m,34,0,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,3,blue,blue,1,0.584094047546387,71623.2125768,1.75203609999153,1,4,53,71626.3593203,1,1,,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-9.23948,-0.000456766,0.0840940475463867
1,m,34,0,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,4,blue,blue,2,0.668188095092773,71628.6037668,5.39119000000937,5,4,,,,,,,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8.963382,-8.276686e-05,0.0840940475463867
1,m,34,0,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,5,green,blue,1,0.588098526000977,71630.6117218,2.00795499999367,3,1,,,,,,,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.649868,-3.296518e-05,-0.0800895690917969
1,m,34,0,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,6,green,neither,0,0.5,71632.5238376,1.91211580000527,4,5,,,,,,,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,7.517833,5.568188e-05,-0.0880985260009766
1,m,34,1,1,decreasing,10,15,10,7,1,blue,1,blue,1,180,180,71617.8023292,71644.1929269,71644.1976122,7,blue,blue,1,0.592735290527344,71634.6037486,2.07991099999344,3,3,60,71638.2793002,1,1,1,1,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,7.661774,-2.170516e-05,0.0927352905273438
1,m,34,0,2,decreasing,12,13,12,4,2,green,1,blue,0,-100,80,71645.2611734,71661.9395253,71661.940886,1,blue,blue,1,0.580590128898621,71647.3160633,2.05488989999867,5,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-11.99148,-0.0006604782,
1,m,34,0,2,decreasing,12,13,12,4,2,green,1,blue,0,-100,80,71645.2611734,71661.9395253,71661.940886,2,green,neither,0,0.5,71649.4996249,2.18356160000258,1,3,52,71653.095291,2,1,,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.23602,-0.0001692779,-0.0805901288986206
1,m,34,0,2,decreasing,12,13,12,4,2,green,1,blue,0,-100,80,71645.2611734,71661.9395253,71661.940886,3,green,green,1,0.584094047546387,71654.9081476,5.40852270000323,3,1,,,,,,,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.92638,0.0003873352,0.0840940475463867
1,m,34,1,2,decreasing,12,13,12,4,2,green,1,blue,0,-100,80,71645.2611734,71661.9395253,71661.940886,4,green,green,2,0.668188095092773,71657.2277887,2.31964109999535,2,2,62,71663.9271832,2,1,1,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.31154,-0.0003383299,0.0840940475463867
1,m,34,0,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,1,green,green,1,0.580590128898621,71666.4037122,1.41076389999944,3,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-14.38939,0.0002589838,
1,m,34,0,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,2,blue,neither,0,0.5,71668.4433849,2.0396727000043,5,4,51,71673.5352909,2,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-0.6261898,-0.0001035944,-0.0805901288986206
1,m,34,0,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,3,green,green,1,0.584094047546387,71675.8677485,7.42436359998828,3,1,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3.22989,-2.23332e-05,0.0840940475463867
1,m,34,0,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,4,blue,neither,0,0.5,71678.1476631,2.27991460000339,2,2,,,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,11.20814,-5.222883e-05,-0.0840940475463867
1,m,34,0,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,5,green,green,1,0.588098526000977,71680.9953557,2.8476926000003,4,2,,,,,,,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1.357505,-4.208181e-05,0.0880985260009766
1,m,34,0,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,6,blue,neither,0,0.5,71683.1076198,2.11226409999654,2,4,,,,,,,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,4.725567,-0.0004543507,-0.0880985260009766
1,m,34,1,3,decreasing,11,14,11,7,2,green,1,blue,0,-100,-20,71664.9929483,71696.4837068,71696.4850232,7,green,green,1,0.592735290527344,71685.3157273,2.20810750000237,4,1,59,71688.9111859,2,1,1,1,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,16.17092,5.392183e-05,0.0927352905273438
1,m,34,0,4,decreasing,9,16,9,5,1,blue,1,blue,1,200,180,71697.5351448,71720.230039,71720.2311911,1,blue,blue,1,0.580590128898621,71700.1876157,2.6524708999932,3,4,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.612894,-0.0001042755,
1,m,34,0,4,decreasing,9,16,9,5,1,blue,1,blue,1,200,180,71697.5351448,71720.230039,71720.2311911,2,green,neither,0,0.5,71702.5636167,2.37600100001146,2,1,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.303886,-0.0002448509,-0.0805901288986206
1,m,34,0,4,decreasing,9,16,9,5,1,blue,1,blue,1,200,180,71697.5351448,71720.230039,71720.2311911,3,blue,blue,1,0.584094047546387,71704.6836442,2.12002750000102,4,3,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.160141,8.648165e-05,0.0840940475463867
1,m,34,0,4,decreasing,9,16,9,5,1,blue,1,blue,1,200,180,71697.5351448,71720.230039,71720.2311911,4,blue,blue,2,0.668188095092773,71707.4915797,2.80793549999362,3,1,,,,,,,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.266921,-0.0005244408,0.0840940475463867
1,m,34,1,4,decreasing,9,16,9,5,1,blue,1,blue,1,200,180,71697.5351448,71720.230039,71720.2311911,5,blue,blue,3,0.74827766418457,71709.6516637,2.16008400000283,1,5,64,71713.1350844,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,22.80778,0.0007256091,0.0800895690917969
1,m,34,0,5,decreasing,8,17,8,3,1,blue,1,blue,1,220,400,71721.2841343,71735.7940049,71735.7953491,1,blue,blue,1,0.580590128898621,71722.8356269,1.55149260000326,4,5,54,71725.8471038,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.839891,0.0002575659,
1,m,34,0,5,decreasing,8,17,8,3,1,blue,1,blue,1,220,400,71721.2841343,71735.7940049,71735.7953491,2,blue,blue,2,0.661180257797241,71728.7476242,5.91199729999062,2,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.335531,0.0001968466,0.0805901288986206
1,m,34,1,5,decreasing,8,17,8,3,1,blue,1,blue,1,220,400,71721.2841343,71735.7940049,71735.7953491,3,blue,blue,3,0.738266468048096,71731.3715957,2.62397149999742,4,4,72,71737.8790736,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.908418,0.0002002064,0.0770862102508545
1,m,34,0,6,fixed,9,16,9,5,1,orange,1,orange,1,100,500,71743.2770546,71766.8215847,71766.8221365,1,orange,orange,1,0.580590128898621,71744.6115351,1.33448050000879,3,2,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.656915,0.000918666,
1,m,34,0,6,fixed,9,16,9,5,1,orange,1,orange,1,100,500,71743.2770546,71766.8215847,71766.8221365,2,red,neither,0,0.5,71747.9076271,3.29609199998959,1,4,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12.15895,0.0005184811,-0.0805901288986206
